OffspID,Dam,Sire,DamOrigin,SireOrigin,DamNatalPop,SireNatalPop
Aku_12_458,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_459,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_460,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_461,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_462,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_463,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_464,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_465,usF2011,NA,NA,NA,NA,NA
Aku_12_466,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_467,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_468,usF2011,Aku_11A_053,NA,disperser,NA,Outakoski
Aku_12_469,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_470,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_471,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_472,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_473,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_475,Aku_11A_035,usM2011,disperser,NA,Nilijoki,NA
Aku_12_477,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_478,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_479,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_480,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_482,NA,NA,NA,NA,NA,NA
Aku_12_483,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_484,usF2011,Aku_11A_004,NA,local,NA,Akujoki
Aku_12_485,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_487,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_488,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_490,usF2011,usM2011,NA,NA,NA,NA
Aku_12_491,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_492,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_493,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_494,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_495,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_496,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_497,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_499,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_500,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_501,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_504,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_506,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_508,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_509,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_510,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_511,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_512,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_513,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_515,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_516,NA,usM2011,NA,NA,NA,NA
Aku_12_517,usF2011,Aku_11A_004,NA,local,NA,Akujoki
Aku_12_518,Aku_11A_032,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_519,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_520,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_521,Aku_11A_031,usM2011,disperser,NA,Baisjohka,NA
Aku_12_522,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_523,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_524,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_525,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_526,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_527,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_530,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_531,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_532,Aku_11A_032,Aku_11A_041,disperser,disperser,Outakoski,Nilijoki
Aku_12_533,Aku_11A_024,usM2011,disperser,NA,Kuoppilasjoki,NA
Aku_12_534,Aku_11A_024,usM2011,disperser,NA,Kuoppilasjoki,NA
Aku_12_535,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_536,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_537,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_538,usF2011,Aku_11A_004,NA,local,NA,Akujoki
Aku_12_539,Aku_11A_032,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_540,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_541,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_542,Aku_11A_024,usM2011,disperser,NA,Kuoppilasjoki,NA
Aku_12_543,usF2011,usM2011,NA,NA,NA,NA
Aku_12_544,usF2011,Aku_11A_004,NA,local,NA,Akujoki
Aku_12_545,Aku_11A_032,Aku_11A_048,disperser,local,Outakoski,Akujoki
Aku_12_548,Aku_11A_031,usM2011,disperser,NA,Baisjohka,NA
Aku_12_549,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_552,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_553,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_555,Aku_11A_035,usM2011,disperser,NA,Nilijoki,NA
Aku_12_559,usF2011,Aku_11A_004,NA,local,NA,Akujoki
Aku_12_560,Aku_11A_035,usM2011,disperser,NA,Nilijoki,NA
Aku_12_579,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_580,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_582,Aku_11A_031,usM2011,disperser,NA,Baisjohka,NA
Aku_12_583,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_584,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_585,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_586,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_587,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_589,usF2011,Aku_11A_004,NA,local,NA,Akujoki
Aku_12_590,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_591,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_593,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_594,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_595,Aku_11A_037,Aku_11A_048,disperser,local,Nilijoki,Akujoki
Aku_12_596,Aku_11A_021,usM2011,local,NA,Akujoki,NA
Aku_12_597,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_598,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_599,usF2011,Aku_11A_048,NA,local,NA,Akujoki
Aku_12_601,Aku_11A_031,usM2011,disperser,NA,Baisjohka,NA
Aku_12_602,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_603,Aku_11A_024,Aku_11A_048,disperser,local,Kuoppilasjoki,Akujoki
Aku_12_604,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_605,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_607,usF2011,Aku_11A_004,NA,local,NA,Akujoki
Aku_12_609,Aku_11A_024,Aku_11A_048,disperser,local,Kuoppilasjoki,Akujoki
Aku_12_610,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_611,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_613,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_614,Aku_11A_031,usM2011,disperser,NA,Baisjohka,NA
Aku_12_615,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_616,Aku_11A_024,Aku_11A_048,disperser,local,Kuoppilasjoki,Akujoki
Aku_12_617,Aku_11A_024,Aku_11A_048,disperser,local,Kuoppilasjoki,Akujoki
Aku_12_618,Aku_11A_031,usM2011,disperser,NA,Baisjohka,NA
Aku_12_619,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Aku_12_620,Aku_11A_037,Aku_11A_003,disperser,disperser,Nilijoki,Nilijoki
Aku_12_621,Aku_11A_058,usM2011,local,NA,Akujoki,NA
Aku_12_622,Aku_11A_037,usM2011,disperser,NA,Nilijoki,NA
Aku_12_623,Aku_11A_032,usM2011,disperser,NA,Outakoski,NA
Uts_0Y_2015_0001,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0002,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0003,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0004,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0005,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0009,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0010,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0011,usF2014,Uts_14A_064,NA,local,NA,TenoMainstem
Uts_0Y_2015_0012,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0013,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0014,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0015,usF2014,Uts_14A_027,NA,local,NA,TenoMainstem
Uts_0Y_2015_0016,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0017,usF2014,Uts_14A_088,NA,local,NA,TenoMainstem
Uts_0Y_2015_0018,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0019,usF2014,Uts_14A_064,NA,local,NA,TenoMainstem
Uts_0Y_2015_0020,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0021,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0022,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0023,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0024,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0025,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0026,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0027,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0028,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0029,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0030,usF2014,Uts_14A_005,NA,local,NA,TenoMainstem
Uts_0Y_2015_0031,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0032,usF2014,Uts_14A_005,NA,local,NA,TenoMainstem
Uts_0Y_2015_0033,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0034,usF2014,Uts_14A_027,NA,local,NA,TenoMainstem
Uts_0Y_2015_0035,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0036,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0037,Uts_14A_108,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_0038,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0039,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0040,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_0041,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0042,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0043,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_0044,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0045,usF2014,Uts_14A_027,NA,local,NA,TenoMainstem
Uts_0Y_2015_0046,usF2014,Uts_14A_074,NA,local,NA,TenoMainstem
Uts_0Y_2015_0047,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0048,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0049,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0050,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0051,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0052,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0053,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0054,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0055,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0056,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0057,usF2014,Uts_14A_089,NA,local,NA,TenoMainstem
Uts_0Y_2015_0058,NA,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0059,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0060,usF2014,Uts_14A_027,NA,local,NA,TenoMainstem
Uts_0Y_2015_0062,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0063,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0064,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_0065,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0066,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0067,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0068,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0069,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0070,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0071,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0072,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0073,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0075,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0076,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0077,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0078,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0079,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0080,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0081,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0082,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_0083,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0084,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_0085,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0086,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0087,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0088,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0089,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_0090,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0091,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0092,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0093,usF2014,Uts_14A_027,NA,local,NA,TenoMainstem
Uts_0Y_2015_0094,usF2014,Uts_14A_064,NA,local,NA,TenoMainstem
Uts_0Y_2015_0096,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0097,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0098,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0099,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0100,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0101,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0102,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0103,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0104,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0105,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0106,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0107,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0108,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0109,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0110,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0111,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0112,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0113,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0114,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0115,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0116,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0117,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0118,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0119,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0120,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0121,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0122,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0123,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0124,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0125,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0126,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0127,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0128,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0129,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0130,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0131,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0132,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0133,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0134,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_0135,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0136,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0137,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0138,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0139,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_0140,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0141,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0142,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0143,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0144,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0145,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0146,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0147,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0148,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0149,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0150,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0151,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0152,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0153,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0154,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0155,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0156,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0157,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0158,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_0159,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0160,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0161,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_0162,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0163,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0164,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0165,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0166,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0167,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0168,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0169,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0170,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0171,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0172,usF2014,Uts_14A_091,NA,local,NA,TenoMainstem
Uts_0Y_2015_0173,usF2014,Uts_14A_064,NA,local,NA,TenoMainstem
Uts_0Y_2015_0174,Uts_14A_018,usM2014,local,NA,TenoMainstem,NA
Uts_0Y_2015_0175,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0176,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0177,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0178,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0179,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0180,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0181,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0182,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0183,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0184,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0185,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0186,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0187,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0188,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0189,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_0190,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0191,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0192,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0194,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0195,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0196,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0197,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0198,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0199,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0201,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0202,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0203,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0204,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0205,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0206,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0207,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0208,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0209,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0210,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0211,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0212,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0213,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0214,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0215,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0216,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0217,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0218,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0219,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0220,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0221,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0222,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0223,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0224,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0225,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0226,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0227,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0228,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0229,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0230,usF2014,NA,NA,NA,NA,NA
Uts_0Y_2015_0231,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0232,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0233,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0234,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0235,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0236,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0237,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0238,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0239,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0240,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0241,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0242,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0243,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0244,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0245,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0246,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0247,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0248,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0249,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0250,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0251,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0252,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0253,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0254,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0255,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0256,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0257,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0258,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0259,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0260,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0261,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0262,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0263,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0264,usF2014,usM2014,NA,NA,NA,NA
Uts_0Y_2015_0265,usF2014,usM2014,NA,NA,NA,NA
